[I 190407 07:47:39 main:191]  Latitude: [46.0, 40.0, 3.2]; Longitude: [81.0, 39.0, 58.9]
[I 190407 07:47:44 main:191]  Latitude: [46.0, 48.0, 16.0]; Longitude: [81.0, 15.0, 37.9]
[I 190407 07:47:49 main:191]  Latitude: [46.0, 56.0, 23.0]; Longitude: [80.0, 51.0, 9.0]
[I 190407 07:47:54 main:191]  Latitude: [47.0, 4.0, 24.2]; Longitude: [80.0, 26.0, 32.3]
[I 190407 07:47:59 main:191]  Latitude: [47.0, 12.0, 19.6]; Longitude: [80.0, 1.0, 47.9]
[I 190407 07:48:04 main:191]  Latitude: [47.0, 20.0, 9.0]; Longitude: [79.0, 36.0, 55.8]
[I 190407 07:48:09 main:191]  Latitude: [47.0, 27.0, 52.5]; Longitude: [79.0, 11.0, 56.0]
[I 190407 07:48:14 main:191]  Latitude: [47.0, 35.0, 29.9]; Longitude: [78.0, 46.0, 48.5]
[I 190407 07:48:20 main:191]  Latitude: [47.0, 43.0, 1.3]; Longitude: [78.0, 21.0, 33.3]
[I 190407 07:48:25 main:191]  Latitude: [47.0, 51.0, 54.8]; Longitude: [77.0, 51.0, 5.1]
[I 190407 07:48:30 main:191]  Latitude: [47.0, 59.0, 12.5]; Longitude: [77.0, 25.0, 33.3]
[I 190407 07:48:35 main:191]  Latitude: [48.0, 6.0, 24.0]; Longitude: [76.0, 59.0, 53.9]
[I 190407 07:48:40 main:191]  Latitude: [48.0, 13.0, 29.2]; Longitude: [76.0, 34.0, 7.0]
[I 190407 07:48:45 main:191]  Latitude: [48.0, 20.0, 28.0]; Longitude: [76.0, 8.0, 12.7]
[I 190407 07:48:50 main:191]  Latitude: [48.0, 27.0, 20.3]; Longitude: [75.0, 42.0, 11.0]
[I 190407 07:48:55 main:191]  Latitude: [48.0, 34.0, 6.2]; Longitude: [75.0, 16.0, 2.0]
[I 190407 07:49:00 main:191]  Latitude: [48.0, 40.0, 45.5]; Longitude: [74.0, 49.0, 45.6]
[I 190407 07:49:05 main:191]  Latitude: [48.0, 47.0, 18.2]; Longitude: [74.0, 23.0, 22.1]
[I 190407 07:49:10 main:191]  Latitude: [48.0, 53.0, 44.3]; Longitude: [73.0, 56.0, 51.4]
[I 190407 07:49:15 main:191]  Latitude: [49.0, 0.0, 3.7]; Longitude: [73.0, 30.0, 13.6]
[I 190407 07:49:20 main:191]  Latitude: [49.0, 6.0, 16.3]; Longitude: [73.0, 3.0, 28.8]
[I 190407 07:49:26 main:191]  Latitude: [49.0, 12.0, 22.1]; Longitude: [72.0, 36.0, 37.0]
[I 190407 07:49:31 main:191]  Latitude: [49.0, 19.0, 32.0]; Longitude: [72.0, 4.0, 13.8]
[I 190407 07:49:36 main:191]  Latitude: [49.0, 25.0, 22.6]; Longitude: [71.0, 37.0, 7.0]
[I 190407 07:49:41 main:191]  Latitude: [49.0, 31.0, 6.3]; Longitude: [71.0, 9.0, 53.5]
[I 190407 07:49:46 main:191]  Latitude: [49.0, 36.0, 42.9]; Longitude: [70.0, 42.0, 33.4]
